TIME;POWER;LONG ACCEL;LAT ACCEL;VERT ACCEL;PITCH RATE;GPS SPEED;BRAKE LIGHT;PEDAL FORCE ;PULL FORCE ;GPS HEADING;GPS LONGITUDE;GPS LATITUDE;GPS X POSITION;GPS Y POSITION;GPS ALTITUDE ;STATUS;GPS SAT COUNT;GPS SPEED ACC;GPS POS ACC;INITIAL PITCH;INITIAL ROLL;PROCESSED PITCH;PROCESSED ACCEL;FILTERED PROCESSED ACCEL;SLIP ANGLE;PROCESSED SPEED
[mS];[V];[m/s/s];[m/s/s];[m/s/s];[deg/s];[km/h];[-];[N];[N];[deg];[deg];[deg];[m];[m];[m];[-];[-];[km/h];[m];[deg];[deg];[deg];[m/s/s];[m/s/s];[deg];[km/h]


160;12,2;-0,17;-0,08;9,70;0,14;0,14;0;0;0;335,1;4,4922009;51,9180107;-487,79;-255,09;-0,28;3;6;0,9;1,6;1,80;0,48;-1,80;0,12;0,15;0,00;0,00
170;12,2;-0,18;-0,07;9,89;0,13;0,14;0;0;0;335,1;4,4922009;51,9180107;-487,79;-255,09;-0,28;3;6;0,9;1,6;1,80;0,48;-1,79;0,14;0,15;0,00;0,00
180;12,2;-0,31;-0,06;9,98;-0,08;0,14;0;0;0;335,1;4,4922009;51,9180107;-487,79;-255,09;-0,28;3;6;0,9;1,6;1,80;0,48;-1,79;0,13;0,15;0,00;0,00
190;12,2;-0,17;-0,07;9,69;-0,13;0,14;0;0;0;335,1;4,4922009;51,9180107;-487,79;-255,09;-0,28;3;6;0,9;1,6;1,80;0,47;-1,79;-0,00;0,13;0,00;0,00
200;12,2;-0,13;-0,13;9,77;0,26;0,14;0;0;0;335,1;4,4922009;51,9180107;-487,79;-255,09;-0,28;3;6;0,9;1,6;1,80;0,47;-1,79;0,14;0,13;0,00;0,00
210;12,2;-0,18;-0,07;9,94;0,03;0,14;0;0;0;335,1;4,4922009;51,9180107;-487,79;-255,09;-0,28;3;6;0,9;1,6;1,80;0,49;-1,79;0,18;0,14;0,00;0,00
220;12,2;-0,21;-0,02;9,89;-0,06;0,14;0;0;0;335,1;4,4922009;51,9180107;-487,79;-255,09;-0,28;3;6;0,9;1,6;1,80;0,48;-1,79;0,13;0,14;0,00;0,00
230;12,2;-0,15;-0,05;9,71;-0,08;0,14;0;0;0;335,1;4,4922009;51,9180107;-487,79;-255,09;-0,28;3;6;0,9;1,6;1,80;0,47;-1,79;0,09;0,13;0,00;0,00
240;12,2;-0,09;-0,10;9,90;-0,02;0,14;0;0;0;335,1;4,4922009;51,9180107;-487,79;-255,09;-0,28;3;6;0,9;1,6;1,80;0,46;-1,79;0,16;0,14;0,00;0,00
250;12,2;-0,24;-0,09;9,94;-0,28;0,14;0;0;0;335,1;4,4922009;51,9180107;-487,79;-255,09;-0,28;3;6;0,9;1,6;1,80;0,47;-1,79;0,22;0,14;0,00;0,00
260;12,2;-0,15;-0,06;9,69;-0,06;0,14;0;0;0;335,1;4,4922009;51,9180107;-487,79;-255,09;-0,28;3;6;0,9;1,6;1,80;0,47;-1,79;0,06;0,14;0,00;0,00
270;12,2;-0,18;-0,11;9,81;0,17;0,14;0;0;0;335,1;4,4922009;51,9180107;-487,79;-255,09;-0,28;3;6;0,9;1,6;1,80;0,47;-1,79;0,16;0,14;0,00;0,00
280;12,2;-0,12;-0,11;10,01;0,06;0,14;0;0;0;335,1;4,4922009;51,9180107;-487,79;-255,09;-0,28;3;6;0,9;1,6;1,80;0,47;-1,79;0,13;0,14;0,00;0,00
290;12,2;-0,19;-0,03;9,90;-0,25;0,14;0;0;0;335,1;4,4922009;51,9180107;-487,79;-255,09;-0,28;3;6;0,9;1,6;1,80;0,48;-1,79;0,19;0,14;0,00;0,00
300;12,2;-0,16;-0,08;9,68;-0,02;0,14;0;0;0;335,1;4,4922009;51,9180107;-487,79;-255,09;-0,28;3;6;0,9;1,6;1,80;0,47;-1,79;0,11;0,14;0,00;0,00
310;12,2;-0,16;-0,04;9,83;0,03;0,14;0;0;0;335,1;4,4922009;51,9180107;-487,79;-255,09;-0,28;3;6;0,9;1,6;1,80;0,47;-1,79;0,15;0,14;0,00;0,00
320;12,2;-0,13;-0,07;10,02;-0,10;0,14;0;0;0;335,1;4,4922009;51,9180107;-487,79;-255,09;-0,28;3;6;0,9;1,6;1,80;0,46;-1,79;0,15;0,14;0,00;0,00
330;12,2;-0,16;-0,08;9,70;-0,14;0,14;0;0;0;335,1;4,4922009;51,9180107;-487,79;-255,09;-0,28;3;6;0,9;1,6;1,80;0,46;-1,79;0,18;0,14;0,00;0,00
340;12,2;-0,06;-0,11;9,74;-0,02;0,14;0;0;0;335,1;4,4922009;51,9180107;-487,79;-255,09;-0,28;3;6;0,9;1,6;1,80;0,46;-1,79;0,15;0,15;0,00;0,00
